Ticker,Strategy,Total Return [%],Max Drawdown [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio
QQQ,High_Vol,4.946637684435518,11.847391312447716,0.23529324034635546,0.36761257489704985,0.15410958862694515
QQQ,Low_Vol,40.44955751634804,13.426171405636488,1.0368767074458802,1.564796928130769,1.0110758201298926
QQQ,Benchmark,108.18051934630508,22.768302596924933,1.3230570579297467,1.9831500368230761,1.6164944038391644
XLK,Trend,32.25744552976104,10.994357418148715,0.6908373357637393,1.0620869540046332,0.6772089771603952
XLK,High_Vol,26.892520267655257,11.79967730173587,0.7922047217311758,1.2940226297531472,0.7911820056682115
XLK,Low_Vol,11.176014657900469,19.03256965956767,0.42591644807030543,0.5962560091375161,0.21279650981246095
XLK,Benchmark,129.0707560364273,25.65629938977056,1.3267140614844037,1.9839399202996497,1.6364944606688892
VGT,Trend,38.11470596865094,11.283037050666804,0.7766098715558406,1.2320158301762987,0.7664709886993658
VGT,High_Vol,7.385545229466498,21.306185294803935,0.2488242907573879,0.3766190465540629,0.12701565635372467
VGT,Low_Vol,10.664305639142095,16.379791337180226,0.3851199978371155,0.5283567631783663,0.23628732068618857
VGT,Benchmark,117.75239851370931,27.228786896838375,1.2636446224500004,1.881298421092156,1.4471607462393579
SOXX,Trend,32.20715233442612,11.65771240391931,0.6118023500875868,0.9842802656990597,0.6377736005094867
SOXX,High_Vol,26.16219194849251,25.63880695596992,0.5159979565169958,0.8055389285631381,0.35490918767484697
SOXX,Low_Vol,24.980572393017756,25.7270814161351,0.47466009639786244,0.6945137311030688,0.33876380538561485
SOXX,Benchmark,138.68034823720052,41.36104646264237,1.0892076161512514,1.6301427962467223,1.1012274859164697
IGV,Trend,19.48816497203634,14.428910442705048,0.43278207508819977,0.7116755781377487,0.3243164612934275
IGV,High_Vol,8.998275307376444,9.713152621685932,0.4276596588158511,0.6421421151542328,0.3378462246940201
IGV,Low_Vol,-14.458802687437164,25.905569846998844,-0.46852765122793055,-0.6182608080104726,-0.21943086991669775
IGV,Benchmark,88.21485209804833,27.1694690565493,1.037492237438889,1.5231136478915768,1.1392287484243628
WCLD,Trend,-1.555973140294518,16.241736368458742,-0.0030103521123458644,-0.0050526838794179825,-0.024751121948586495
WCLD,High_Vol,31.875874701875457,19.259674520883063,0.6786985088525024,1.203885584332512,0.5672702848808533
WCLD,Low_Vol,-11.949378324081481,22.08867527559501,-0.14358123109021564,-0.19566369812301684,-0.21083169399645296
WCLD,Benchmark,26.189582732299364,31.866285050167214,0.46939424288377574,0.6876635421838777,0.35463630718398964
ARKK,Trend,-15.885412660952097,32.22643437765003,-0.20988255266947908,-0.27917941248994343,-0.13486364236894735
ARKK,High_Vol,49.12460899052527,15.77431454504776,0.8557149068649825,1.5989373742888502,1.0241084867556727
ARKK,Low_Vol,11.721149286614017,35.47756013191942,0.2910487469214632,0.42666893315078813,0.11953932930724748
ARKK,Benchmark,101.96430010145005,39.555356086810264,0.8855163537965498,1.3393955458521285,0.968618410191603
BOTZ,Trend,1.3688233066243993,22.87986885422998,0.08643348672092041,0.11943086140616738,0.015289582517035417
BOTZ,High_Vol,0.8198101139379105,16.11138922852199,0.08038365041397123,0.12389139927977592,0.01901974157491323
BOTZ,Low_Vol,-7.946547136290738,23.754093508985257,-0.12137918432115496,-0.17482390488007435,-0.12862025467147437
BOTZ,Benchmark,57.35958744255155,29.01824084776436,0.7819939103662047,1.1639171146715668,0.7358793607978933
IRBO,Trend,17.715045481289344,15.305651134323467,0.4204175267355802,0.6208257193270696,0.279525074511007
IRBO,High_Vol,-2.3776118162853344,15.761074460216806,-0.054676898335383986,-0.08240317913875878,-0.05707367587620662
IRBO,Low_Vol,23.826774330122934,17.52045446827628,0.5719895979721136,0.8894670585067314,0.4769316783907943
IRBO,Benchmark,74.07835171045652,32.43571302247701,0.8901854050642598,1.2963770755031527,0.8242265084776247
